Date,Open,High,Low,NFLX_Close(t),Volume,SD20,Upper_Band,Lower_Band,NFLX_Close(t-1),NFLX_Close(t-2),NFLX_Close(t-5),NFLX_Close(t-10),NFLX_Open(t-1),MA5,MA10,MA20,MA50,MA200,MACD,MACD_EMA,EMA10,EMA20,EMA50,EMA100,EMA200,ATR,ADX,CCI,ROC,RSI,William%R,SO%K,STD5,QQQ_Close_x,QQQ(t-1)_x,QQQ(t-2)_x,QQQ(t-5)_x,QQQ_MA10_x,QQQ_MA20_x,QQQ_MA50_x,QQQ_Close_y,QQQ(t-1)_y,QQQ(t-2)_y,QQQ(t-5)_y,QQQ_MA10_y,QQQ_MA20_y,QQQ_MA50_y,SnP_Close,SnP(t-1)),SnP(t-5),ForceIndex1,ForceIndex20,NFLX_Close(t+1),Date_Col,Day,DayofWeek,DayofYear,Week,Is_month_end,Is_month_start,Is_quarter_end,Is_quarter_start,Is_year_end,Is_year_start,Is_leap_year,Year,Month
2010-10-21,169.54,174.94,166.58,172.69,15967000.0,6.643351785360059,170.3248285707201,143.75142142927987,153.15,149.33,152.78,151.43,150.0,156.77800000000002,155.0,157.03812499999998,145.00674800000002,103.4634825,3.538829065361,3.5619226352452404,159.31503824190096,159.31503824190096,159.31503824190096,159.31503824190096,159.31503824190096,7.206668001482987,28.863858728640984,1333.3333333333333,14.039490193488735,67.83610368958448,-8.155128669807901,91.8448713301921,0.060732457106699445,51.29,51.19,50.82,50.42,50.666000000000004,49.9615,47.51553800000001,51.29,51.19,50.82,50.42,50.666000000000004,49.9615,47.51553800000001,53.96,53.88,53.68,311995179.9999999,195116739.99999997,168.1,2010-10-21,21,3,294,42,0,0,0,0,0,0,0,2010,10
2010-10-22,167.1,171.48,165.94,168.1,7042700.0,7.005375824611169,171.34337664922234,143.32187335077768,172.69,153.15,155.72,149.64,169.54,159.254,156.846,157.332625,145.70774799999998,104.04198249999999,4.217260831272085,3.6929902744506093,162.243358827934,162.243358827934,162.243358827934,162.243358827934,162.243358827934,7.1740488585199165,29.879345136628924,1333.3333333333333,12.336273723603322,62.755764923945854,-24.79159115621603,75.20840884378397,0.06532662588969135,51.64,51.29,51.19,51.49,50.855000000000004,50.0605,47.647538,51.64,51.29,51.19,51.49,50.855000000000004,50.0605,47.647538,54.09,53.96,53.78,-32325993.000000022,41481502.9999999,166.84,2010-10-22,22,4,295,42,0,0,0,0,0,0,0,2010,10
2010-10-25,169.23,169.85,165.06,166.84,3694900.0,7.123032252514541,171.67118950502908,143.17906049497094,168.1,172.69,153.0,153.69,167.1,162.022,158.161,157.425125,146.399348,104.6096825,4.600222917598188,3.8744368030801253,163.77557255195603,163.77557255195603,163.77557255195603,163.77557255195603,163.77557255195603,7.003759654339922,30.63774576803088,1333.3333333333335,8.556184527295208,61.39645766801826,-29.358463211308422,70.64153678869158,0.064151945057613,51.89,51.64,51.29,51.3,51.06699999999999,50.1855,47.790938,51.89,51.64,51.29,51.3,51.06699999999999,50.1855,47.790938,54.25,54.09,54.17,-4655573.9999999665,6835564.999999979,177.62,2010-10-25,25,0,298,43,0,0,0,0,0,0,0,2010,10
2010-10-26,167.1,179.56,167.05,177.62,10520800.0,8.39724315956663,175.00761131913328,141.41863868086676,166.84,168.1,149.33,155.39,169.23,167.68,160.38400000000001,158.21312500000002,147.207348,105.23163250000002,5.7077832653739335,4.241106095538887,168.39038170130402,168.39038170130402,168.39038170130402,168.39038170130402,168.39038170130402,7.412062536172785,32.092855068471145,1333.3333333333335,14.305939893172031,67.81887014493489,-6.022974231605083,93.97702576839492,0.061483305938882814,52.03,51.89,51.64,50.82,51.259,50.31849999999999,47.935537999999994,52.03,51.89,51.64,50.82,51.259,50.31849999999999,47.935537999999994,54.24,54.25,53.3101,113414224.00000001,165807807.9999999,178.5,2010-10-26,26,1,299,43,0,0,0,0,0,0,0,2010,10
2010-10-27,179.3,184.74,175.56,178.5,9261600.0,9.159527189696158,176.92567937939234,140.28757062060768,177.62,166.84,153.15,154.61,167.1,172.75,162.773,158.606625,148.11794799999998,105.8622825,6.580683443655488,4.709021565162208,171.76025446753601,171.76025446753601,171.76025446753601,171.76025446753601,171.76025446753601,7.538343783589015,33.76647402357844,1333.3333333333335,15.451781902852327,68.28276015219056,-16.6889542658465,83.3110457341535,0.06309030615760854,52.19,52.03,51.89,51.19,51.426,50.463499999999996,48.071898000000004,52.19,52.03,51.89,51.19,51.426,50.463499999999996,48.071898000000004,54.07,54.24,53.88,8150207.999999958,72888792.00000004,175.7,2010-10-27,27,2,300,43,0,0,0,0,0,0,0,2010,10
2010-10-28,179.0,179.22,173.05,175.7,3770300.0,9.90595844996673,179.09554189993347,139.47170810006654,178.5,177.62,172.69,152.78,179.3,173.352,165.065,159.283625,149.117948,106.47098249999999,6.966224227851512,5.160462097700069,173.07350297835734,173.07350297835734,173.07350297835734,173.07350297835734,173.07350297835734,7.440604941904085,34.81089898124318,1333.3333333333333,15.001963607802061,65.06875711034176,-24.177587590264825,75.82241240973518,0.035810658026691665,52.3,52.19,52.03,51.29,51.614,50.625,48.206897999999995,52.3,52.19,52.03,51.29,51.614,50.625,48.206897999999995,54.11,54.07,53.96,-10556840.000000043,51049861.99999997,173.57,2010-10-28,28,3,301,43,0,0,0,0,0,0,0,2010,10
2010-10-29,174.94,175.8,169.32,173.57,5944400.0,10.33460064906356,180.89832629812713,139.5599237018729,175.7,178.5,168.1,155.72,179.0,174.446,166.85,160.229125,150.02454799999998,107.0838825,7.018984395209088,5.532166557201873,173.23900198557158,173.23900198557158,173.23900198557158,173.23900198557158,173.23900198557158,7.371990303196652,35.05574341940483,1333.3333333333335,11.462882096069865,62.65283891136676,-29.87429794062587,70.12570205937413,0.03321816191979533,52.18,52.3,52.19,51.64,51.68300000000001,50.783500000000004,48.353298,52.18,52.3,52.19,51.64,51.68300000000001,50.783500000000004,48.353298,54.15,54.11,54.09,-12661571.999999972,112408603.99999999,167.37,2010-10-29,29,4,302,43,0,0,0,0,0,0,0,2010,10
2010-11-01,173.95,174.0,165.7,167.37,4936200.0,10.41128091602887,181.60068683205773,139.95556316794224,173.57,175.7,166.84,153.0,174.94,174.552,168.28699999999998,160.778125,150.77274799999998,107.66598250000001,6.485745387922719,5.722882323346043,171.28266799038107,171.28266799038107,171.28266799038107,171.28266799038107,171.28266799038107,7.438276710111177,34.624301742499306,1333.3333333333333,9.3921568627451,56.12104824540868,-46.4562717304092,53.54372826959081,0.03827873409528263,52.22,52.18,52.3,51.89,51.775,50.9705,48.499297999999996,52.22,52.18,52.3,51.89,51.775,50.9705,48.499297999999996,54.18,54.15,54.25,-30604439.999999944,54199476.00000009,171.61,2010-11-01,1,0,305,44,0,1,0,0,0,0,0,2010,11
2010-11-02,166.69,173.38,166.56,171.61,5457600.0,10.621712853741396,182.7939257074828,140.3070742925172,167.37,173.57,177.62,149.33,173.95,173.35,170.51500000000001,161.5505,151.666948,108.2680325,6.332287528790403,5.844763364434915,171.39177866025406,171.39177866025406,171.39177866025406,171.39177866025406,171.39177866025406,7.394114087960378,34.22367732822989,1333.3333333333333,14.919975892319023,59.24986016342554,-35.11634126771862,64.88365873228138,0.0229906459228217,52.78,52.22,52.18,52.03,51.971000000000004,51.1265,48.665298,52.78,52.22,52.18,52.03,51.971000000000004,51.1265,48.665298,54.6,54.18,54.24,23140224.00000005,84306276.0000001,171.46,2010-11-02,2,1,306,44,0,0,0,0,0,0,0,2010,11
2010-11-03,172.64,174.04,169.03,171.46,3911000.0,10.493337736014782,183.59667547202955,141.62332452797042,171.61,167.37,178.5,153.15,166.69,171.942,172.346,162.60999999999999,152.670548,108.86913249999999,6.127928379569482,5.901396367461828,171.41451910683605,171.41451910683605,171.41451910683605,171.41451910683605,171.41451910683605,7.223820224534635,33.92220414102907,1333.3333333333333,11.955599085863533,59.08933526512412,-35.517518052955324,64.48248194704468,0.022395325949079066,53.02,52.78,52.22,52.19,52.153999999999996,51.315999999999995,48.852698000000004,53.02,52.78,52.22,52.19,52.153999999999996,51.315999999999995,48.852698000000004,54.83,54.6,54.07,-586650.0000000222,82874089.99999999,167.82,2010-11-03,3,2,307,44,0,0,0,0,0,0,0,2010,11
2010-11-04,173.35,173.43,166.6,167.82,5888400.0,10.210450515859156,183.85040103171832,143.00859896828172,171.46,171.61,175.7,172.69,172.64,170.36599999999999,171.85899999999998,163.42950000000002,153.54194800000002,109.4522825,5.607613623005307,5.842639818570524,170.21634607122405,170.21634607122405,170.21634607122405,170.21634607122405,170.21634607122405,7.1956902084964485,33.156836201225744,1333.3333333333335,-2.8200822282703135,55.18228026974072,-45.25274137469915,54.74725862530085,0.023011177034200546,53.67,53.02,52.78,52.3,52.391999999999996,51.528999999999996,49.04469800000001,53.67,53.02,52.78,52.3,52.391999999999996,51.528999999999996,49.04469800000001,55.86,54.83,54.11,-21433776.000000086,96510875.99999993,168.1,2010-11-04,4,3,308,44,0,0,0,0,0,0,0,2010,11
2010-11-05,170.84,170.91,166.86,168.1,3142000.0,9.72094151547753,183.79438303095506,144.91061696904492,167.82,171.46,173.57,168.1,173.35,169.272,171.85899999999998,164.3525,154.387148,110.0383325,5.158391365036181,5.705790127863656,169.51089738081606,169.51089738081606,169.51089738081606,169.51089738081606,169.51089738081606,6.970998050746701,32.446137399979804,1333.3333333333335,0.0,55.42643163340066,-44.50387804225731,55.496121957742695,0.02335567042579499,53.67,53.67,53.02,52.18,52.595000000000006,51.725,49.247297999999994,53.67,53.67,53.02,52.18,52.595000000000006,51.725,49.247297999999994,56.08,55.86,54.15,879760.0000000036,58001320.00000002,169.13,2010-11-05,5,4,309,44,0,0,0,0,0,0,0,2010,11
2010-11-08,166.83,170.54,165.264,169.13,4114200.0,9.438591819031151,184.00168363806227,146.2473163619377,168.1,167.82,167.37,166.84,170.84,169.624,172.08800000000002,165.12449999999998,155.247748,110.63833249999999,4.829816759903252,5.530595454271575,169.38393158721072,169.38393158721072,169.38393158721072,169.38393158721072,169.38393158721072,6.84992676140765,31.449190803200718,1333.3333333333333,1.3725725245744378,56.36805631734019,-42.48775176918892,57.51224823081108,0.016652588741023794,53.7375,53.67,53.67,52.22,52.77975,51.923375,49.440648,53.7375,53.67,53.67,52.22,52.77975,51.923375,49.440648,56.01,56.08,54.18,4237626.000000005,63523247.99999999,170.46,2010-11-08,8,0,312,45,0,0,0,0,0,0,0,2010,11
2010-11-09,169.75,174.9,169.42,170.46,5753700.0,9.21955907154187,184.31711814308372,147.43888185691625,169.13,168.1,171.61,177.62,166.83,169.394,171.372,165.878,156.194948,111.24088249999998,4.623442732976827,5.349164910012625,169.7426210581405,169.7426210581405,169.7426210581405,169.7426210581405,169.7426210581405,6.772789135592818,31.112979083364056,1333.3333333333333,-4.031077581353449,57.61322978074354,-72.56097560975608,27.439024390243922,0.01167598754298166,53.45,53.7375,53.67,52.78,52.921749999999996,52.090374999999995,49.63744799999999,53.45,53.7375,53.67,52.78,52.921749999999996,52.090374999999995,49.63744799999999,55.57,56.01,54.6,7652421.000000072,86708259.00000012,176.87,2010-11-09,9,1,313,45,0,0,0,0,0,0,0,2010,11
2010-11-10,170.0,177.26,168.65,176.87,5502700.0,9.130878726374311,185.2527574527486,148.72924254725137,170.46,169.13,171.46,178.5,169.75,170.476,171.209,166.99099999999999,157.221948,111.87038250000002,4.920403905806836,5.263412709171468,172.11841403876033,172.11841403876033,172.11841403876033,172.11841403876033,172.11841403876033,6.904018483050473,31.092419987079214,1333.3333333333333,-0.91316526610644,63.0816145858469,-39.98983739837399,60.01016260162601,0.02098623381894228,53.715,53.45,53.7375,53.02,53.07424999999999,52.250125000000004,49.842547999999994,53.715,53.45,53.7375,53.02,53.07424999999999,52.250125000000004,49.842547999999994,55.78,55.57,54.83,35272306.99999998,122490101.99999996,175.14,2010-11-10,10,2,314,45,0,0,0,0,0,0,0,2010,11
2010-11-11,174.92,178.69,173.55,175.14,4202500.0,8.655820007368751,185.4206400147375,150.79735998526252,176.87,170.46,167.82,175.7,170.0,171.94,171.153,168.109,158.026448,112.43088250000001,4.958987116362465,5.202527590609668,173.12560935917355,173.12560935917355,173.12560935917355,173.12560935917355,173.12560935917355,6.778017162832581,31.246722711568477,1333.3333333333335,-0.31872509960159495,60.8017068586433,-48.78048780487815,51.21951219512185,0.01756248783082058,53.385,53.715,53.45,53.67,53.18275,52.398375,50.01504800000001,53.385,53.715,53.45,53.67,53.18275,52.398375,50.01504800000001,55.6,55.78,55.86,-7270325.000000076,93967899.99999994,173.0,2010-11-11,11,3,315,45,0,0,0,0,0,0,0,2010,11
2010-11-12,174.5872,176.89,170.1,173.0,4166700.0,8.204766971254974,185.38253394250995,152.56346605749007,175.14,176.87,168.1,173.57,174.92,172.92000000000002,171.096,168.973,158.726448,112.9846325,4.761991203078537,5.114420313103442,173.08373957278238,173.08373957278238,173.08373957278238,173.08373957278238,173.08373957278238,6.778873079773111,30.594700116540054,1333.3333333333335,-0.3283977645906511,58.0087739090392,-60.279318135140734,39.720681864859266,0.019895029442404656,52.51,53.385,53.715,53.67,53.21575,52.449374999999996,50.160047999999996,52.51,53.385,53.715,53.67,53.21575,52.449374999999996,50.160047999999996,54.9099,55.6,56.08,-8916737.999999942,72000576.0,168.3,2010-11-12,12,4,316,45,0,0,0,0,0,0,0,2010,11
2010-11-15,171.93,173.54,167.685,168.3,4568100.0,7.3005317758702395,184.33906355174048,155.13693644825952,173.0,175.14,169.13,167.37,174.5872,172.754,171.18900000000002,169.738,159.32284800000002,113.5209825,4.178453194630123,4.927226889408778,171.48915971518826,171.48915971518826,171.48915971518826,171.48915971518826,171.48915971518826,6.712882145503602,29.4723678439701,1333.3333333333333,0.5556551353289161,52.32398528270722,-84.41158348736906,15.588416512630937,0.024780147451971248,52.315,52.51,53.385,53.7375,53.22525,52.500125000000004,50.286148000000004,52.315,52.51,53.385,53.7375,53.22525,52.500125000000004,50.286148000000004,54.86,54.9099,56.01,-21470069.999999948,69891930.00000004,165.4,2010-11-15,15,0,319,46,0,0,0,0,0,0,0,2010,11
2010-11-16,166.76,169.23,163.57,165.4,3909400.0,5.629233167368018,181.799966334736,159.28303366526396,168.3,173.0,170.46,171.61,171.93,171.74200000000002,170.568,170.54149999999998,159.795048,114.03873250000001,3.442308564710345,4.630243224469091,169.45943981012553,169.45943981012553,169.45943981012553,169.45943981012553,169.45943981012553,6.637676277967629,27.625431743667132,1333.3333333333333,-3.6186702406619706,49.12502918570378,-88.30670926517564,11.693290734824355,0.025140641335089663,51.45,52.315,52.51,53.45,53.09225,52.531625,50.40114799999999,51.45,52.315,52.51,53.45,53.09225,52.531625,50.40114799999999,53.98,54.86,55.57,-11337260.000000022,62824057.99999997,166.68,2010-11-16,16,1,320,46,0,0,0,0,0,0,0,2010,11
2010-11-17,164.71,168.51,164.02,166.68,2687200.0,4.009009065115092,179.23601813023018,163.1999818697698,165.4,168.3,176.87,171.46,166.76,169.704,170.08999999999997,171.218,160.208648,114.5623825,2.928436748508716,4.2898819292770165,168.53295987341704,168.53295987341704,168.53295987341704,168.53295987341704,168.53295987341704,6.4842708295413685,25.910419650528663,1333.3333333333335,-2.7878222325906923,50.56173336641662,-79.43121693121684,20.56878306878315,0.012763761261896349,51.6,51.45,52.315,53.715,52.950250000000004,52.552125000000004,50.508148,51.6,51.45,52.315,53.715,52.950250000000004,52.552125000000004,50.508148,54.02,53.98,55.78,3439616.0000000033,36357816.0,168.33,2010-11-17,17,2,321,46,0,0,0,0,0,0,0,2010,11
2010-11-18,169.59,170.7999,168.02,168.33,2539500.0,4.043150152771875,179.08630030554374,162.91369969445626,166.68,165.4,175.14,167.82,164.71,168.342,170.14100000000002,171.0,160.661648,115.10233249999999,2.624082057769442,3.956721954975502,168.46530658227806,168.46530658227806,168.46530658227806,168.46530658227806,168.46530658227806,6.315387198859843,24.727726112839154,1333.3333333333335,0.3038970325348703,52.42675806814897,-68.51851851851839,31.481481481481598,0.016111283425332645,52.43,51.6,51.45,53.385,52.826249999999995,52.60912499999999,50.628148,52.43,51.6,51.45,53.385,52.826249999999995,52.60912499999999,50.628148,54.82,54.02,55.6,4190175.0000000144,-11072219.999999963,173.04,2010-11-18,18,3,322,46,0,0,0,0,0,0,0,2010,11
2010-11-19,168.36,173.25,167.81,173.04,3227800.0,4.007398552410177,179.26179710482037,163.23220289517965,168.33,166.68,173.0,168.1,169.59,168.35,170.63500000000002,171.247,161.199248,115.6633325,2.731449954680045,3.711667554916411,169.99020438818536,169.99020438818536,169.99020438818536,169.99020438818536,169.99020438818536,6.252859541798425,24.045113062508584,1333.3333333333333,2.938726948245091,57.37047394715047,-37.36772486772489,62.632275132275105,0.022223301468879585,52.47,52.43,51.6,52.51,52.70625,52.650625000000005,50.745548,52.47,52.43,51.6,52.51,52.70625,52.650625000000005,50.745548,54.95,54.82,54.9099,15202937.999999935,15945331.999999993,188.32,2010-11-19,19,4,323,46,0,0,0,0,0,0,0,2010,11
2010-11-22,181.07,188.7,181.0,188.32,10257800.0,5.400398523302756,183.1217970466055,161.5202029533945,173.04,168.33,168.3,169.13,168.36,172.354,172.554,172.321,162.006848,116.3004325,4.003359845938434,3.770006013120816,176.10013625879026,176.10013625879026,176.10013625879026,176.10013625879026,176.10013625879026,6.9247981459556796,25.250648333337644,1333.3333333333333,11.346301661443858,68.72511879231863,-1.5121368881814385,98.48786311181857,0.03972352414068678,52.91,52.47,52.43,52.315,52.6235,52.701625,50.858748000000006,52.91,52.47,52.43,52.315,52.6235,52.701625,50.858748000000006,54.9,54.95,54.86,156739184.0,220337543.99999988,187.71,2010-11-22,22,0,326,47,0,0,0,0,0,0,0,2010,11
2010-11-23,186.23,192.1,186.045,187.71,6815500.0,6.315283445734179,185.45606689146834,160.19493310853161,188.32,173.04,165.4,170.46,181.07,176.81599999999997,174.279,172.82549999999998,162.828048,116.9283325,4.905587141415111,3.997122238779675,179.97009083919352,179.97009083919352,179.97009083919352,179.97009083919352,179.97009083919352,6.862669706958846,26.6532879213654,1333.3333333333333,10.119676170362547,67.94703791226682,-15.387311601822596,84.61268839817741,0.03651425887976349,52.07,52.91,52.47,51.45,52.4855,52.703625,50.951147999999996,52.07,52.91,52.47,51.45,52.4855,52.703625,50.951147999999996,54.13,54.9,53.98,-4157454.9999998994,68768395.00000003,188.77,2010-11-23,23,1,327,47,0,0,0,0,0,0,0,2010,11
2010-11-24,190.91,191.83,186.82,188.77,4028900.0,7.161765366015479,187.66253073203094,159.01546926796905,187.71,188.32,166.68,176.87,186.23,181.234,175.469,173.339,163.741048,117.5647325,5.641114656202603,4.325920722264261,182.9033938927957,182.9033938927957,182.9033938927957,182.9033938927957,182.9033938927957,6.730336156461787,27.955738967391174,1333.3333333333333,6.728105388138184,68.61205505409876,-11.671924290220764,88.32807570977924,0.03678870085632044,53.12,52.07,52.91,51.6,52.426,52.750125000000004,51.058548,53.12,52.07,52.91,51.6,52.426,52.750125000000004,51.058548,54.8295,54.13,54.02,4270634.000000009,41376803.000000045,191.9,2010-11-24,24,2,328,47,0,0,0,0,0,0,0,2010,11
